Sno	Code	Item Name	Qty	UOM	Rate	Value()	MainCat	SubCat
863	24247	TASTY DELIGHT(500)	21	NOS	526.79	12390	SAVOURIES	PACKED - SAVOURIES
864	909	TEA	1422	NOS	35	52258.5	SOUTH INDIAN	HOT DRINKS
865	909	TEA	48	NOS	38.09	1919.64	SOUTH INDIAN	HOT DRINKS
866	909	TEA	1470	NOS	40	61700.1	SOUTH INDIAN	HOT DRINKS
867	2103	THATTAI [250 GM]	345	NOS	111.61	43125	SAVOURIES	SAVOURIES - THATTAI & SEEDAI [NOS]
868	2103	THATTAI [250 GM]	51	NOS	138.39	6429.29	SAVOURIES	SAVOURIES - THATTAI & SEEDAI [NOS]
869	886	TOMATO RICE	29	NOS	85	2588.25	SOUTH INDIAN	VARIETY RICE
870	1063	TOMATO SOUP	228	NOS	105	25125.98	CHINESE	SOUPS
871	469	TOMATO THOKKU [400 GM]	29	NOS	205.36	6670	SAVOURIES	RICE MIXES
872	469	TOMATO THOKKU [400 GM]	2	NOS	258.93	497.73	SAVOURIES	RICE MIXES
873	8926	UPMA MIX(200 GM)	4	NOS	50.85	240	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
874	8927	UPMA MIX(500 GM)	3	NOS	97.46	345	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
875	8927	UPMA MIX(500 GM)	2	NOS	122.88	218.4	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
876	867	UTHAPPAM	129	NOS	105	14205.71	SOUTH INDIAN	UTHAPPAM VARIETIES
877	867	UTHAPPAM	14	NOS	120	1527.32	SOUTH INDIAN	UTHAPPAM VARIETIES
878	901	VADA CURRY	42	NOS	60	2646	SOUTH INDIAN	VADAI VARIETIES
879	689	VANILLA ICE CREAM(PER SCOOP)	10	NOS	100	1050	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
880	689	VANILLA ICE CREAM(PER SCOOP)	83	NOS	105	9150.75	SPECIAL ICE CREAMS	SPECIAL ICE CREAMS
881	205	VANNILA MILK SHAKE	11	NOS	130	1501.5	JUICE & MILK SHAKES	MILK SHAKES
882	205	VANNILA MILK SHAKE	49	NOS	135	6945.75	JUICE & MILK SHAKES	MILK SHAKES
883	1860	VANNILA MILK SHAKE (WOI)	2	NOS	130	273	JUICE & MILK SHAKES	MILK SHAKES
884	1860	VANNILA MILK SHAKE (WOI)	5	NOS	135	708.75	JUICE & MILK SHAKES	MILK SHAKES
885	610	VANNILA(50ML)	100	NOS	10	1050	ICE CREAMS	ICE CREAMS - CUPS & CONES
886	570	VATAKOZHAMBU THOKKU [400GMS]	31	NOS	194.92	7130.31	SAVOURIES	RICE MIXES
887	570	VATAKOZHAMBU THOKKU [400GMS]	4	NOS	245.76	968.39	SAVOURIES	RICE MIXES
888	1440	VAZHAIKAI BAJJI	136	NOS	50	7140	SOUTH INDIAN	BAJJI
889	1062	VEG CLEAR SOUP	6	NOS	105	661.5	CHINESE	SOUPS
890	2800	VEG DUM BIRYANI	154	NOS	210	33957	SOUTH INDIAN	SOUTH INDIAN - SPECIALITIES
891	2800	VEG DUM BIRYANI	74	NOS	230	14792.95	SOUTH INDIAN	SOUTH INDIAN - SPECIALITIES
892	922	VEG FRIED RICE	55	NOS	205	11838.75	CHINESE	FRIED RICE
893	922	VEG FRIED RICE	236	NOS	210	52038	CHINESE	FRIED RICE
894	922	VEG FRIED RICE	75	NOS	250	16004.49	CHINESE	FRIED RICE
895	1272	VEG MANCHOW SOUP	30	NOS	105	3307.5	CHINESE	SOUPS
896	8782	VEG MANCHURIAN DRY	1	NOS	225	236.25	CHINESE	CHINESE - DRY & GRAVY
897	8782	VEG MANCHURIAN DRY	8	NOS	230	1932	CHINESE	CHINESE - DRY & GRAVY
898	932	VEG MANCHURIAN GRAVY	1	NOS	235	246.75	CHINESE	CHINESE - DRY & GRAVY
899	1279	VEG NOODLES	20	NOS	205	4305	CHINESE	NOODLES
900	1279	VEG NOODLES	134	NOS	210	29547	CHINESE	NOODLES
901	1279	VEG NOODLES	16	NOS	250	3457.3	CHINESE	NOODLES
902	8218	VEG PUFFS - [BKERY]	149	NOS	21.19	3725.34	BAKERY	PUFFS
903	8085	VEG PULAO	15	NOS	205	3228.75	NORTH INDIAN	BASUMATI SPECIAL
904	8085	VEG PULAO	59	NOS	210	13009.5	NORTH INDIAN	BASUMATI SPECIAL
905	8085	VEG PULAO	14	NOS	230	3040.63	NORTH INDIAN	BASUMATI SPECIAL
906	21047	VEG PULAO (SOUTH)	2	NOS	85	178.5	SOUTH INDIAN	VARIETY RICE
907	9080	VEG RICE	17	NOS	85	1517.25	SOUTH INDIAN	VARIETY RICE
908	129	VEG ROLL SAMOSA [EACH]	13	NOS	25	341.25	CHAT	SAMOSA
909	129	VEG ROLL SAMOSA [EACH]	44	NOS	30	1386	CHAT	SAMOSA
910	129	VEG ROLL SAMOSA [EACH]	2	NOS	35	73.5	CHAT	SAMOSA
911	146	VEG SANDWICH	15	NOS	90	1417.5	PIZZA & SANDWICH	SANDWICH
912	146	VEG SANDWICH	71	NOS	95	7022.59	PIZZA & SANDWICH	SANDWICH
913	1000	VEG SPRING ROLL	5	NOS	205	1076.25	CHINESE	CHINESE STARTERS
914	1000	VEG SPRING ROLL	44	NOS	210	9702	CHINESE	CHINESE STARTERS
915	24578	VELLAI SEEDAI(100GM)	11	NOS	53.57	660	SAVOURIES	PACKED - SAVOURIES
916	198	WATER MELON JUICE	125	NOS	90	11812.5	JUICE & MILK SHAKES	FRESH JUICE
917	198	WATER MELON JUICE	412	NOS	95	41092.01	JUICE & MILK SHAKES	FRESH JUICE
918	21470	WHEAT AND KAJU (100GMS)	7	NOS	63.56	525	BAKERY	COOKIES
919	23491	WHEAT AND KAJU BISCUITS 200GMS	6	NOS	122.88	870	BAKERY	BISCUITS
920	26	WHITE SOAN PAPDI	57.085	KGS	666.67	38909.55	SWEETS	GHEE SWEETS [KGS]
921	26	WHITE SOAN PAPDI	1.75	KGS	819.05	1266.6	SWEETS	GHEE SWEETS [KGS]
		Total	117975		Total	14753740		
